id_del_proceso,referencia_del_proceso,entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,modalidad_de_contratacion,modalidad_corta,tipo_de_contrato,nombre_del_procedimiento,fecha_de_publicacion_del,fecha_adjudicacion,anio_adjudicacion,precio_base,valor_total_adjudicacion,respuestas_al_procedimiento,proveedores_unicos_con,proveedores_invitados,rango_oferentes,baja_competencia,nombre_del_proveedor,nit_del_proveedor_adjudicado,departamento_proveedor,ciudad_proveedor,estado_del_procedimiento,estado_resumen
CO1.REQ.5052192,418-025-2023,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE VELEZ,804004084,Santander,Vélez,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,ESTUDIOS PREVIOS PARA LA PRESTACION DE SERVICIOS  LOGÍSTICOS; ENTREGA DE INSUMOS Y DEMÁS BIENES O SERVICIOS PARA LA EJECUCIÓN DEL ACTO DE CERTIFICACIÓN Y GRADUACIÓN DEL PERSONAL PRIVADO DE LA LIBERTAD,2023-09-13,2023-09-20,2023.0,1918600,1917985,1,1,0,1 oferente,1,FUNDACIÓN COMUNIDAD EL CAMINO,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.5283640,UBDP-SASI-014-2023 (Presentación de oferta),Unidad de Busqueda de Personas Desaparecidas,901158482,Distrito Capital de Bogotá,Bogotá,Nacional,Selección abreviada subasta inversa,Subasta Inversa,Prestación de servicios,SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL TERRESTRE (Presentación de oferta),2023-11-15,2023-12-20,2023.0,2361164927,177087370,6,6,0,6+ oferentes,0,UNION TEMPORAL TSZ - UBPD 2023,901783278,No Definido,Bogotá,Seleccionado,Adjudicado
CO1.REQ.6091731,MC 002 2024,IMDERCOR,901263945,Sucre,Corozal,Territorial,Mínima cuantía,Mínima Cuantía,Prestación de servicios,PRESTACIÓN DE SERVICIOS DE APOYO LOGÍSTICO PARA GARANTIZAR EL DESARROLLO Y EJECUCIÓN DEL FESTIVAL RECREATIVO Y DEPORTIVO RESCATANDO NUESTROS JUEGOS TRADICIONALES CON LOS NIÑOS; NIÑAS Y ADOLESCENTES DE,2024-04-15,2024-04-22,2024.0,15000000,11948365,3,3,0,2-5 oferentes,0,ASESORIAS Y COMERCIALIZADORA DE LA COSTA SAS,901227392,Sucre,Sincelejo,Seleccionado,Presentación de oferta
CO1.REQ.7341224,IMP-MC-325-2024,INSTITUTO DE MOVILIDAD DE PEREIRA,816000558,Risaralda,Pereira,Territorial,Mínima cuantía,Mínima Cuantía,Prestación de servicios,EXTINTORES,2024-12-19,2024-12-27,2024.0,2246000,1579130,3,3,0,2-5 oferentes,0,TECNIEXTINTORES Y SEÑALIZACION JF,No Definido,Risaralda,Pereira,Seleccionado,Adjudicado
CO1.REQ.2060207,SDIS-SASI-003-2021 (Presentación de oferta),(Secretaría Distrital de Integración Social),8999990619,Distrito Capital de Bogotá,No Definido,Territorial,Selección abreviada subasta inversa,Subasta Inversa,Prestación de servicios,SERVICIO DE TRANSPORTE (Presentación de oferta),2021-05-28,2021-07-09,2021.0,7484967693,4000000000,17,12,0,6+ oferentes,0,TAXIS YA S.A.,830141357,Distrito Capital de Bogotá,Bogotá,Seleccionado,Adjudicado
CO1.REQ.85306,LP-AMP-114-2016 (Presentación de oferta),COLOMBIA COMPRA EFICIENTE,900514813,Distrito Capital de Bogotá,Bogotá,Nacional,Licitación Pública Acuerdo Marco de Precios,Acuerdo Marco,Acuerdo Marco de Precios,Acuerdo Marco de Servicios de Impresión (Presentación de oferta),2016-09-01,2016-11-30,2016.0,0,2264,10,10,0,6+ oferentes,0,EL COLOMBIANO S.A.S.,No Definido,No Definido,No Definido,Seleccionado,Presentación de oferta
CO1.REQ.6866050,CCENEG-078-01-2024 (Presentación de oferta),COLOMBIA COMPRA EFICIENTE,900514813,Distrito Capital de Bogotá,Bogotá,Nacional,Licitación Pública Acuerdo Marco de Precios,Acuerdo Marco,Acuerdo Marco de Precios,Acuerdo Marco de Material de Intendencia III (Presentación de oferta),2024-09-18,2024-11-07,2024.0,0,187000,117,80,0,6+ oferentes,0,UNION TEMPORAL MARSAM INTERAMERICANA,No Definido,No Definido,Bogotá,Abierto,Presentación de oferta
CO1.REQ.3727809,CMA-2022-266 (Presentación de oferta),GOBIERNO DEPARTAMENTAL,8001136727,Tolima,No Definido,Territorial,Concurso de méritos abierto,Concurso Méritos,Interventoría,INTERVENTORIA VILLAMARIA CAY LA CASCADA (Presentación de oferta),2022-12-13,2022-12-29,2022.0,327169156,327073880,0,0,0,Sin ofertas,1,CONSORCIO 20 DE FEBRERO,No Definido,No Definido,Ibagué,Seleccionado,Adjudicado
CO1.REQ.6829544,CD-VLL-ASTIN-016-2024,SENA REGIONAL VALLE Grupo de Apoyo Administrativo Mixto,899999034,Valle del Cauca,Cali,Nacional,Contratación Directa (con ofertas),Directa (ofertas),Otro,CONTRATAR EL SERVICIO DE MANTENIMIENTO E INSTALACIÓN DE REPUESTOS PARA LA MAQUINA UNIVERSAL JINAN.,2024-09-12,2024-09-20,2024.0,57971043,57971043,1,1,208,1 oferente,1,IMOCOM S.A.S,860003168,Distrito Capital de Bogotá,Bogotá,Seleccionado,Adjudicado
CO1.REQ.6888711,CARDER IP 052-2024 FUENTES MOVILES,CORPORACION AUTONOMA REGIONAL DE RISARALDA,891410354,Risaralda,Pereira,Corporación Autónoma,Mínima cuantía,Mínima Cuantía,Prestación de servicios,CONTRATO DE PRESTACION DE SERVICIOS INVITACIÓN PÚBLICA DE MÍNIMA CUANTÍA,2024-09-23,2024-09-30,2024.0,36400000,36400000,1,1,0,1 oferente,1,CONINTEGRAL S.A.S,900179755,Antioquia,No Definido,Seleccionado,Adjudicado
CO1.REQ.9168093,SAMC-344-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA DE FLANDES,8001000556,Tolima,Flandes,Territorial,Selección Abreviada de Menor Cuantía,Menor Cuantía,Prestación de servicios,IMPLEMENTAR OBRAS AMBIENTALES MEDIANTE SOLUCIONES BASADAS EN LA NATURALEZA Y PAGO POR SERVICIOS AMBIENTALES PSA Y DESARROLLO SOSTENIBLE PARA LA REHABILITACIÓN; CONSERVACIÓN Y RESTAURACIÓN ECOLÓGICA PA,2025-10-29,2025-11-08,2025.0,398502000,398502000,1,1,5,1 oferente,1,INGENIERIA AMBIENTE Y DESARROLLO IAD ARCI SAS,901466458,Tolima,Ibagué,Seleccionado,Adjudicado
CO1.REQ.1948103,PN DEPUY SA MC 016 2021 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),DEPARTAMENTO DE POLICIA PUTUMAYO,800141203,Putumayo,No Definido,Territorial,Selección Abreviada de Menor Cuantía,Menor Cuantía,Prestación de servicios,MANTENIMIENTO VEHICULOS Y MOTOCICLETAS (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),2021-04-06,2021-04-22,2021.0,315000000,157000000,3,3,5,2-5 oferentes,0,MARK VLADIMIR MORA CARVAJAL,No Definido,Huila,Neiva,Seleccionado,Adjudicado
CO1.REQ.1224760,MC 013-015-2020,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,899999162,Distrito Capital de Bogotá,Bogotá,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TODO COSTO DE LOS EQUIPOS DE AIRES ACONDICIONADOS PARA LA REGIONAL SUR,2020-03-31,2020-09-29,2020.0,1598667,1500000,1,1,0,1 oferente,1,Nube tech,No Definido,Caquetá,Florencia,Seleccionado,Adjudicado
CO1.REQ.87207,LP-AMP-111-2016 (Presentación de oferta),COLOMBIA COMPRA EFICIENTE,900514813,Distrito Capital de Bogotá,Bogotá,Nacional,Licitación Pública Acuerdo Marco de Precios,Acuerdo Marco,Acuerdo Marco de Precios,Acuerdo Marco de Precios para la contratación del Servicio Integral de Aseo y Cafetería (Presentación de oferta),2016-09-13,2016-11-29,2016.0,0,11955,48,48,0,6+ oferentes,0,EASYCLEAN G&E S.A.S BIC,860522931,Distrito Capital de Bogotá,No Definido,Seleccionado,Proceso de ofertas
CO1.REQ.9060732,PC-MS-SA-016-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SOCOTA,800026911,Boyacá,Socotá,Nacional,Selección Abreviada de Menor Cuantía,Menor Cuantía,Obra,CONSTRUCCION DE 15 MEJORAMIENTOS DE VIVIENDA DISPERSA PRIORIZADOS EN EL MUNICIPIO DE SOCOTA DEPARTAMENTO DE BOYACA (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),2025-10-09,2025-10-22,2025.0,217041638,217041638,1,1,10,1 oferente,1,ASOCIACION PARA EL DESARROLLO SOCIAL COMUNITARIO,826003061,Boyacá,Sogamoso,Seleccionado,Adjudicado
CO1.REQ.836105,SED-SA-PMC-DBE-041-2019. (Presentación de oferta),SECRETARIA DE EDUCACION DEL DISTRITO,8999990619,Distrito Capital de Bogotá,No Definido,Territorial,Seleccion Abreviada Menor Cuantia Sin Manifestacion Interes,Menor Cuantía (sin manif.),Prestación de servicios,TRANSPORTE ESCOLAR (Presentación de oferta),2019-04-11,2019-05-15,2019.0,56855412379,5258865800,6,6,0,6+ oferentes,0,UNION TEMPORAL SAN JAVIER,No Definido,No Definido,No Definido,Seleccionado,Presentación de oferta
CO1.REQ.915845,CCENEG-015-1-2019 (Presentación de oferta),COLOMBIA COMPRA EFICIENTE,900514813,Distrito Capital de Bogotá,Bogotá,Nacional,Licitación Pública Acuerdo Marco de Precios,Acuerdo Marco,Acuerdo Marco de Precios,Acuerdo Marco de Servicios de Nube Pública (Presentación de oferta),2019-07-18,2019-09-20,2019.0,0,1,31,30,0,6+ oferentes,0,Soluciones Orion Sucursal Colombia,901010523,Distrito Capital de Bogotá,Bogotá,Seleccionado,Adjudicado
CO1.REQ.1007117,074-EPMSCMED-2019,CPMSBEL,811009884,Antioquia,Bello,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,SERVICIOS DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA EL PARQUE AUTOMOTOR DEL EPMSC MEDELLIN.,2019-11-05,2019-11-14,2019.0,4082943,1764500,4,4,0,2-5 oferentes,0,SERVICIO AUTOMOTRIZ DE ANTIOQUIA S.A.S,900409563,Antioquia,No Definido,Seleccionado,Adjudicado
CO1.REQ.8218467,MC-012-2025,MUNICIPIO DE FLORIDA,800100519,Valle del Cauca,Florida,Territorial,Mínima cuantía,Mínima Cuantía,Suministros,ADQUISICIÓN DE SEGURO TODO RIESGO PARA LOS BIENES; VOLQUETA Y MAQUINARIA AMARILLA,2025-05-06,2025-05-13,2025.0,20000000,19000000,2,2,0,2-5 oferentes,0,Aseguradora Solidaria de Colombia Entidad Cooperativa.,860524654,Distrito Capital de Bogotá,No Definido,Seleccionado,Adjudicado
CO1.REQ.10222345,SEMT-MC-007-2026,SECRETARIA DE MOVILIDAD Y TRANSPORTE,890399029,Valle del Cauca,Cali,Territorial,Mínima cuantía,Mínima Cuantía,Prestación de servicios,MATERIAL POP,2026-02-27,2026-04-07,2026.0,109346591,109346591,5,5,0,2-5 oferentes,0,atocha ltda,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.1033229,INVITACION PUBLICA No 34 de 2019,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO INPEC+,800215546,Distrito Capital de Bogotá,Bogotá,Nacional,Mínima cuantía,Mínima Cuantía,Compraventa,ADQUISICIÓN E INSTALACIÓN PUERTA DE VIDRIO TEMPLADO,2019-12-06,2019-12-18,2019.0,3821883,2356000,6,6,0,6+ oferentes,0,CAPPING INGENIERIA Y ARQUITECTURA S.A.S.,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.4924525,SASI 021 DE 2023 (Presentación de oferta),INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS //,830000167,Distrito Capital de Bogotá,Bogotá,Nacional,Selección abreviada subasta inversa,Subasta Inversa,Prestación de servicios,INSTRUMENTOS DE PESAJE (Presentación de oferta),2023-08-09,2023-09-07,2023.0,119748810,115617477,2,2,0,2-5 oferentes,0,COMPAÑÍA NACIONAL DE METROLOGIA S.A.S,900186088,Cundinamarca,No Definido,Seleccionado,Adjudicado
CO1.REQ.5346508,LP-024-2023-HOMIL (Presentación de oferta),HOSPITAL MILITAR CENTRAL,830040256,Distrito Capital de Bogotá,No Definido,Nacional,Licitación pública,Licitación Pública,Suministros,SUMINISTRO DE MATERIAL DE OSTEOSINTESIS E INSUMOS QUIRURGICOS CON APOYO TECNOLOGICO PARA EL HOSPITAL MILITAR CENTRAL (Presentación de oferta),2023-11-27,2023-12-27,2023.0,58762527500,1921534649,26,26,0,6+ oferentes,0,DISORTHO SAS,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.1941284,410-MC-006 del 2021,CARCEL Y PENITENCIARIA DE MEDIA SEGURIDAD DE BUCARAMANGA - INPEC,804003036,Santander,Bucaramanga,Nacional,Mínima cuantía,Mínima Cuantía,Suministros,MATERIAL VETERIANRIO CANINOS,2021-03-31,2021-04-15,2021.0,22592558,22592658,1,1,0,1 oferente,1,VETERINARIA CHICAMOCHA,No Definido,Santander,Aratoca,Seleccionado,Adjudicado
CO1.REQ.4858510,IP-IBG-005 DE 2023,Rama Judicial - Dirección Seccional de Administración Judicial de Ibagué..,8001659455,Tolima,Ibagué,Nacional,Mínima cuantía,Mínima Cuantía,Compraventa,COMPRA PAPELERIA UTILES DE ESCRITORIO Y OFICINA,2023-07-27,2023-08-09,2023.0,55299924,55299800,20,20,0,6+ oferentes,0,ANGELA JOHANNA RODRIGUEZ CASTRO,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.8183957,FNE-MC-004-2025,UAE FONDO NACIONAL DE ESTUPEFACIENTES,899999327,Distrito Capital de Bogotá,Bogotá,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,Prestar servicios para desarrollar las actividades del plan institucional de capacitación 2025 para el personal del Fondo Nacional de Estupefacientes,2025-04-30,2025-05-13,2025.0,31747616,11758000,11,11,0,6+ oferentes,0,COMPAÑÍA PEDAGÓGICA,900616011,Distrito Capital de Bogotá,No Definido,Seleccionado,Adjudicado
CO1.REQ.1501061,PN HOCEN LI 002 2020 (Presentación de oferta),HOSPITAL CENTRAL DE LA POLICIA,830067597,Distrito Capital de Bogotá,Bogotá,Nacional,Licitación pública,Licitación Pública,Suministros,SUMINISTRO DE ELEMENTOS DE OSTEOSINTESIS Y REEMPLAZOS ARTICULARES PARA EL SERVICIO DE ORTOPEDIA DEL HOSPITAL CENTRAL DE LA POLICIA NACIONAL (Presentación de oferta),2020-09-17,2020-11-05,2020.0,3738293150,150000000,19,19,0,6+ oferentes,0,ORTOMAC SAS,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.7895556,MC-CD-033-2025,MUNICIPIO DE CERINZA,891857805,Boyacá,Cerinza,Territorial,Contratación Directa (con ofertas),Directa (ofertas),Otro,PRESTACIÓN DE SERVICIOS PARA LA EJECUCIÓN DE LAS ACTIVIDADES CONTENIDAS EN EL PLAN DE INTERVENCIONES COLECTIVAS (PIC) 2025 ARTICULADO CON EL PLAN DECENAL DE SALUD PÚBLICA DEL MUNICIPIO DE CERINZA; BOY,2025-03-05,2025-03-05,2025.0,81243732,81243732,1,1,1,1 oferente,1,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD CERINZA,826002641,Boyacá,Cerinza,Seleccionado,Adjudicado
CO1.REQ.5251473,CCENEG-072-01-2023 (Presentación de oferta),COLOMBIA COMPRA EFICIENTE,900514813,Distrito Capital de Bogotá,Bogotá,Nacional,Licitación Pública Acuerdo Marco de Precios,Acuerdo Marco,Acuerdo Marco de Precios,Acuerdo Marco para el Suministro de Combustible de Aviación II (Presentación de oferta),2023-11-07,2023-12-26,2023.0,1,940752,6,6,0,6+ oferentes,0,ORGANIZACION TERPEL S.A.,No Definido,Distrito Capital de Bogotá,No Definido,Seleccionado,Adjudicado
CO1.REQ.6504622,SASI-0014-SG-2024 (Presentación de oferta),INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,800150861,Distrito Capital de Bogotá,No Definido,Nacional,Selección abreviada subasta inversa,Subasta Inversa,Compraventa,ADQUISICIÓN DE INSUMOS PARA LOS EQUIPOS DE ALTA TECNOLOGÍA DE LOS LABORATORIOS FORENSES DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES A NIVEL NACIONAL (Presentación de oferta),2024-07-16,2024-08-26,2024.0,3029087169,189604152,15,4,0,6+ oferentes,0,KHYMOS S.A.S,No Definido,Distrito Capital de Bogotá,No Definido,Seleccionado,Adjudicado
CO1.REQ.10182880,SASI-001-2026 (Presentación de oferta),MUNICIPIO DE COGUA,899999466,Cundinamarca,Cogua,Territorial,Selección abreviada subasta inversa,Subasta Inversa,Prestación de servicios,RECEBO  (Presentación de oferta),2026-02-17,2026-03-05,2026.0,350000000,350000000,1,1,0,1 oferente,1,SISAN SAS,900527732,Cundinamarca,Zipaquirá,Seleccionado,Adjudicado
CO1.REQ.6790677,DESAJBO-MC-22-2024,Rama Judicial- Dirección Seccional de Administración Judicial de Bogotá,800165862,Distrito Capital de Bogotá,No Definido,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,Adquisición de tarjetas electrónicas canjeables para dotación segundo cuatrimestre de vestuario y calzado,2024-09-06,2024-09-30,2024.0,71564519,70996764,3,3,0,2-5 oferentes,0,BIG PASS EDENRED,800112214,Distrito Capital de Bogotá,No Definido,Seleccionado,Adjudicado
CO1.REQ.3047244,PN HOCEN SA 013 2022 (Presentación de oferta),HOSPITAL CENTRAL DE LA POLICIA,830067597,Distrito Capital de Bogotá,Bogotá,Nacional,Selección abreviada subasta inversa,Subasta Inversa,Suministros,SUMINISTRO DE MATERIAL DE OSTEOSINTESIS PARA EL SERVICIO DE CIRUGIA DE MANO DEL HOSPITAL CENTRAL CON DESTINO A LOS USUARIOS DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL (Presentación de oferta),2022-06-07,2022-07-13,2022.0,122000000,6210000,5,5,0,2-5 oferentes,0,ORTHOIMPLANTES SAS,901094337,Nariño,Pasto,Seleccionado,Adjudicado
CO1.REQ.3641069,CONVENIO DE COPERACION 01.-2022,CORPORACIÓN AUTÓNOMA REGIONAL PARA EL DESARROLLO SOSTENIBLE DEL CHOCO,899999238,Chocó,Quibdó,Nacional,Contratación régimen especial (con ofertas),Rég. Especial (ofertas),Otro,CONVENIO DE COOPERACION PARA EJECUTAR EL PROYECTO FORTALECIEMIENTO INSTITUCIONAL Y NEEGOCIOS VERDES  PARA LA CONSERVACION DE LOS BOSQUES DEL CHOCO,2022-11-21,2022-11-25,2022.0,604608496,586470232,1,1,0,1 oferente,1,Consultora Innovante,9013221159,Chocó,Quibdó,Seleccionado,Presentación de oferta
CO1.REQ.1894307,ATR-SAMC-001-2021 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MINISTERIO DE EDUCACION NACIONAL (MEN),899999001,Distrito Capital de Bogotá,Bogotá,Nacional,Selección Abreviada de Menor Cuantía,Menor Cuantía,Otro,PRESTACIÓN DEL SERVICIO DE TRANSPORTE A TODO COSTO; PARA EL DESPLAZAMIENTO DE LOS DIFERENTES EQUIPOS DE TRABAJO DE LA SECRETARÍA DE EDUCACIÓN DEL DISTRITO DE RIOHACHA (Manifestación de interés (Menor,2021-03-11,2021-04-29,2021.0,228922400,227777784,3,3,9,2-5 oferentes,0,TRANSPORTES CALDERON S.A,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.400438,FDLT-SA-SIP-004-2018 (Presentación de oferta),ALCALDIA LOCAL DE TEUSAQUILLO(oficial),899999061,Distrito Capital de Bogotá,Bogotá,Territorial,Selección abreviada subasta inversa,Subasta Inversa,Prestación de servicios,SUBASTA SERVICIO ESPECIAL DE TRANSPORTE (Presentación de oferta),2018-04-03,2018-04-23,2018.0,80000000,3997881,6,6,0,6+ oferentes,0,TOURS DE LAS AMERICAS S.A.S,830122688,Distrito Capital de Bogotá,No Definido,Seleccionado,Presentación de oferta
CO1.REQ.229522,SASI-009-2017 (Presentación de oferta),FONDO ROTATORIO**,8605110716,Distrito Capital de Bogotá,No Definido,Nacional,Selección abreviada subasta inversa,Subasta Inversa,Compraventa,SASI-009-2017 (Presentación de oferta),2017-10-02,2017-10-26,2017.0,189186591,169688050,5,3,0,2-5 oferentes,0,GOLD SYS LTDA,830038304,No Definido,No Definido,Abierto,Adjudicado
CO1.REQ.7275541,MC-030-2024,MUNICIPIO DE SOACHA..,800094755,Cundinamarca,Soacha,Territorial,Mínima cuantía,Mínima Cuantía,Prestación de servicios,DISPOSICIÓN DE RCD PRODUCTO DE LA RECUPERACIÓN DE LA RONDA DEL RIO SOACHA.,2024-12-04,2024-12-12,2024.0,29833333,29833333,1,1,0,1 oferente,1,PERLUN SAS,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.5470183,CD-1958-2023,MINISTERIO DE MINAS Y ENERGIA,899999022,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación Directa (con ofertas),Directa (ofertas),Otro,Ampliar y prestar el servicio de energía eléctrica; en condiciones de calidad y confiabilidad; en las zonas rurales del Sistema Interconectado Nacional - SIN; ubicadas en el Mercado de Comercializaci,2023-12-29,2023-12-29,2023.0,58461994124,58461994124,1,0,102,1 oferente,1,CEDENAR S.A. E.S.P.,891200200,Nariño,Pasto,Seleccionado,Adjudicado
CO1.REQ.1575046,177-CENACPA-2020 (Presentación de oferta),CENTRAL ADMINISTRATIVA Y CONTABLE  PUENTE ARANDA+,830039548,Distrito Capital de Bogotá,Bogotá,Nacional,Selección abreviada subasta inversa,Subasta Inversa,Compraventa,ADQUISICIÓN DE MATERIA PRIMA (CUEROS; HILOS; PAÑOS; TELAS; HILADOS; MADERA; QUÍMICOS; PLÁSTICO; LIJAS; BOTONES; FERRETERÍA Y HERRAJES) PARA EL BATALLÓN DE INTENDENCIA No. 1 LAS JUANAS VIGENCIA FUTURA,2020-10-28,2021-01-07,2021.0,980685962,95281590,7,7,0,6+ oferentes,0,JEM SUPPLIES SAS,No Definido,Distrito Capital de Bogotá,Bogotá,Seleccionado,Adjudicado
CO1.REQ.5445306,CMS-MC-003-2023,Contraloría Municipal de Soacha,832000669,Cundinamarca,No Definido,Territorial,Mínima cuantía,Mínima Cuantía,Compraventa,PAPELERÍA CMS,2023-12-20,2023-12-29,2023.0,4499676,3979800,9,9,0,6+ oferentes,0,YORLEDI SANCENO RAMIREZ,1117813796,Caquetá,San Vicente Del Caguán,Seleccionado,Adjudicado
CO1.REQ.927318,PN SECSA SA SI 006 2019 (Presentación de oferta),REGIONAL DE ASEGURAMIENTO EN SALUD No. 5,804012688,Santander,No Definido,Nacional,Selección abreviada subasta inversa,Subasta Inversa,Suministros,SUMINISTRO DE DISPOSITIVOS MÉDICOS (Presentación de oferta),2019-08-01,2019-09-24,2019.0,552302875,5551350,70,7,0,6+ oferentes,0,HOSPICLINIC DE COLOMBIA S.A.S,900309444,Norte de Santander,No Definido,Seleccionado,Adjudicado
CO1.REQ.7273116,MC-RCDB-CABP-028-2024,SERVICIO NACIONAL DE APRENDIZAJE SENA REGIONAL CORDOBA,899999034,Córdoba,No Definido,Nacional,Mínima cuantía,Mínima Cuantía,Suministros,ALIMENTACION DE APRENDICES INTERNOS Y TRABAJADORES OFICIALES DEL CABP,2024-12-04,2024-12-13,2024.0,130000000,130000000,3,3,0,2-5 oferentes,0,CORAMIT,812005406,Córdoba,Montería,Seleccionado,Adjudicado
CO1.REQ.7599669,MS-MC-003-2025,MUNICIPIO DE SOATA,891855016,Boyacá,Soatá,Territorial,Mínima cuantía,Mínima Cuantía,Prestación de servicios,CONTRATACIÓN DEL PROGRAMA DE SEGUROS QUE AMPARE LOS BIENES E INTERESES PATRIMONIALES DEL MUNICIPIO DE SOATÁ; AQUELLOS POR LOS CUALES SEA O LLEGARE A SER RESPONSABLE; VIDA GRUPO PARA EL ALCALDE; PERSON,2025-01-29,2025-02-05,2025.0,33510620,29703032,2,2,0,2-5 oferentes,0,LA PREVISORA S.A. COMPAÑÍA DE SEGUROS,860002400,Distrito Capital de Bogotá,No Definido,Seleccionado,Adjudicado
CO1.REQ.6520093,SA-MC-DEO-SGI-014-2024  (Presentación de oferta),INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Seleccion Abreviada Menor Cuantia Sin Manifestacion Interes,Menor Cuantía (sin manif.),Prestación de servicios,SERVICIO DE MANTENIMIENTO RUTINARIO DE LAS VIAS A CARGO DEL INSTITUTO NACIONAL DE VIAS; DIRECCIÓN TERRITORIAL NORTE DE SANTANDER MODULO 1 AL 9 (Presentación de oferta),2024-07-16,2024-09-13,2024.0,11855539339,1074964520,16,16,0,6+ oferentes,0,COOPERATIVA DE TRABAJO ASOCIADO Y SERVICIOS MULTIPLES DE GIBRALTAR - COOTRASERMULGIB,No Definido,Norte de Santander,Toledo,Seleccionado,Adjudicado
CO1.REQ.1659940,114 - 2020,INSTITUTO NACIONAL PARA CIEGOS,860015971,Distrito Capital de Bogotá,Bogotá,Nacional,Mínima cuantía,Mínima Cuantía,Otro,Arrendamiento de software que permita parametrizar e implementar una solución tecnológica para la administración; control y seguimiento de los diferentes instrumentos del Sistema Integrado de Gestión,2020-12-15,2020-12-22,2020.0,21534200,21491488,2,2,0,2-5 oferentes,0,PENSEMOS SA,804002893,Santander,Bucaramanga,Seleccionado,Adjudicado
CO1.REQ.544090,IP-SG-SF-001-2018,INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Mínima cuantía,Mínima Cuantía,Suministros,ADQUISICIÓN DE CERTIFICADOS DIGITALES DE FUNCIÓN PÚBLICA CON TOKEN (DISPOSITIVO CRIPTOGRÁFICO); REQUERIDOS PARA EL CARGUE DE INFORMACIÓN PRESUPUESTAL; FINANCIERA Y CONTABLE DEL INSTITUTO NACIONAL DE V,2018-09-03,2018-10-18,2018.0,25000000,25000000,3,3,0,2-5 oferentes,0,CERTICAMARA S.A.,830084433,Distrito Capital de Bogotá,No Definido,Seleccionado,Adjudicado
CO1.REQ.10291187,MC-BLV-DIR-002-2026,SENA REGIONAL BOLIVAR Grupo de Apoyo Administrativo Mixto,899999034,Bolívar,Cartagena,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,ALMUERZOS TRABAJADORES OFICIALES,2026-04-06,2026-04-15,2026.0,35209125,35209125,1,1,0,1 oferente,1,Invercomer del Caribe S.A.S.,900383385,Bolívar,Cartagena,Seleccionado,Adjudicado
CO1.REQ.10333116,SA-MT-001-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE TASCO,891856131,Boyacá,Tasco,Territorial,Selección Abreviada de Menor Cuantía,Menor Cuantía,Prestación de servicios,SA-MT-001-2025 copia (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),2026-04-08,2026-04-17,2026.0,179994750,179994750,1,1,1,1 oferente,1,PROFESIONALES AL SERVCIO DEL SECTOR AGRICOLA Y GANADERO E.U.,900252606,Boyacá,Tunja,Seleccionado,Adjudicado
